my_id,mutagen,smiles
126960,1,Nc1ccc2c3ccccc3c4cccc1c24
60274,0,CNCc1oc(CSCCN=C(NC[C@H](O)c2ccc(O)cc2)NS(=O)(=O)C)cc1
126887,1,Nc1ccc(cc1C#N)[N+](=O)[O-]
105949,1,Cc1cccc(N)c1N
42457,0,CCOC(=O)C[C@H](SP(=S)(OC)OC)C(=O)OCC
127096,1,Nc1cccc2cccnc12
6970,0,CC(=O)C(N=Nc1ccc(cc1Cl)c2ccc(N=NC(C(=O)C)C(=O)Nc3ccc(C)cc3C)c(Cl)c2)C(=O)Nc4ccc(C)cc4C
122103,0,N#CCCNCCC#N
14861,0,CC(C)C=O
127646,0,Nc1nc2cc(Cl)c(Cl)cc2s1
76440,0,COc1ccc(C=C)cc1
25938,0,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC12C
117459,1,Clc1ccnc2ccccc12
66344,1,COC1=CC(=O)c2c([nH]cc3c4cnccc4nc23)C1=O
116409,1,ClCC1=C(Br)C(=O)OC1
58989,0,CN1CCN(CC1)C2=Nc3ccccc3Oc4ccc(Cl)cc24
71552,1,COc1cc2CCN(C)[C@H]3Cc4ccc(Oc5cc(C[C@@H]6N(C)CCc7cc(OC)c(OC)c(Oc(c1)c23)c67)ccc5OC)cc4
59021,0,CN1CCN(CC1)c2ccc3[nH]c(nc3c2)c4ccc5[nH]c(nc5c4)c6ccc(O)cc6
154658,1,OS(=O)(=O)C1=CC(=O)C(=O)c2ccccc12
103962,0,Cc1ccc(cc1)S(=O)(=O)NC(=O)Nc2ncc(s2)[N+](=O)[O-]
123753,0,NC(=N)S(=O)O
92216,1,Cc1c(ccc2ccccc12)[N+](=O)[O-]
10286,1,CC(=O)ON(OCc1ccc(Br)cc1)C(=O)c2ccccc2
87587,0,CP1(C)NP(C)(C)NP(C)(C)N1
15507,0,CC(C)CCOCC(=O)OCC=C
116544,0,Cl[C@@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@@H]1Cl
153546,1,OC1C2OC2c3c(ccc4cc5ccc6ccccc6c5nc34)C1O
90324,0,C[C@]12CC[C@@H]3[C@@H](CCc4cc(O)ccc34)[C@H]1CC[C@@H]2O
16788,0,CC(C)Nc1nc(Cl)nc(NC(C)C)n1
59768,1,CNC(=O)CSP(=S)(OC)OC
51780,1,CC[N+]([O-])(CC)CCNc1ccc(CO)c2Sc3ccccc3C(=O)c12
71545,1,COc1cc2C(=O)CCc2c3c(C)cc4ccccc4c13
50275,0,CCOc1ccccc1C(=O)N
154689,0,OS(=O)(=O)c1ccc2cc(Oc3ccc4cc(ccc4c3)S(=O)(=O)O)ccc2c1
88331,0,CS(=O)c1ccc(Cl)cc1
30478,1,CCCCCCCC\C=C/CCCCCCCCN
125634,0,NCCCNCCCN
125674,1,NCCNCCO
63475,1,COC(=O)[C@]12O[C@@]1(C)[C@@](O)(NC2=O)C(C)C
47788,1,CCOS(=O)(=O)OCC
70959,1,COc1cc(O)c2C(=O)c3c(O)cc(C)cc3Cc2c1
51747,0,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@]2(O)C#C
102409,1,Cc1ccc(OC[C@H]2CO2)cc1
158373,1,[O-][N+](=O)c1ccc2c3ccccc3cc(c2c1)[N+](=O)[O-]
22497,1,CC1=CC(=O)c2ccccc2C1=O
30486,0,CCCCCCCCc1ccc(Nc2ccc(CCCCCCCC)cc2)cc1
100700,0,Cc1ccc(Cl)cc1[N+](=O)[O-]
142780,1,O=C([C@@H]1CO1)c2ccc3OCOc3c2
28357,0,CCCC(=O)OC1CCCCC1
24856,0,CC1Cc2c(O)c(C)c3C4C(CCC(=C)c3c2C1=O)C4(C)C
27548,1,CCC1(O)CC(OC2CC(C(OC3CC(O)C(O)C(C)O3)C(C)O2)N(C)C)c4c(O)c5C(=O)c6c(O)ccc(O)c6C(=O)c5cc4C1C(=O)OC
29629,0,CCCCCCCCC=O
87590,0,CS(=N)(=O)CCC(N)C(=O)O
86973,1,COc1ccccc1NCSC
117240,0,Clc1cccc(C=O)c1
27637,0,CCC1=C(C(C)c2cc(O)ccc12)c3ccc(O)cc3
30388,0,CCCCCCCCN1SC=CC1=O
15254,0,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCc2c(C)c(OC(=O)C)c(C)c(C)c2O1
76966,0,COc1ccc(CCC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)cc2O)cc1O
160762,0,c1ccc2cnncc2c1
154672,1,OS(=O)(=O)OCc1c2ccccc2c3ccc4cccc5ccc1c3c45
147994,1,O=CC(=O)c1ccccc1
155268,0,Oc1ccc(cc1[N+](=O)[O-])c2ccc(O)c(c2)[N+](=O)[O-]
158428,0,[O-][N+](=O)c1cccc(COC(=O)c2ccccc2)c1
63482,0,COC(=O)\C(=C\c1ccccc1Br)\C#N
158357,1,[O-][N+](=O)c1ccc2c(oc3ccc(cc23)[N+](=O)[O-])c1
92212,1,Cc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])N=[N+]([O-])c2cc(cc(c2C)[N+](=O)[O-])[N+](=O)[O-]
3289,1,C1CSCN1
154330,1,OCCc1cn(N=O)c2ccccc12
57598,1,CN(Cc1cccc(C)c1)N=O
13665,0,CC(C)(CO)CO
116522,0,ClN1C(=O)NC(=O)N(Cl)C1=O
63488,0,COC(=O)\C(=C\c1occc1)\C#N
71490,0,COc1cc(c(O)c(c1)C(C)(C)C)c2cc(OC)cc(c2O)C(C)(C)C
126859,0,Nc1ccc(cc1)C(=O)O
63222,1,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1
152923,0,OC(=O)\C=C\c1ccccc1
158439,1,[O-][N+](=O)c1cccc(c1)C#N
71553,0,COc1cc2CCN(C)c3cc4cc5OCOc5cc4c(c1OC)c23
14430,0,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(Cl)cc3
37478,1,CCN(CC)c1ccc(cc1)[N+](=O)[O-]
32117,1,CCCCON(OC(=O)C)C(=O)c1ccc(cc1)C(C)(C)C
90800,1,C\C=C(/C)\CCl
70374,1,COc1cc(CC2CO2)ccc1O
92401,1,Cc1c2ccccc2cc3c4C5OC5C(O)C(O)c4ccc13
67785,0,COCCO
120630,1,Fc1cc2ccccc2c3ncccc13
104706,1,Cc1ccc2cc3c(ccc4ccccc34)c5CCc1c25
21209,1,CC1(CO1)c2ccc(cc2)C#N
101921,0,Cc1ccc(NCCO)cc1O
3355,1,C1OCc2ccccc12
120840,1,Fc1ccc(cc1)\C(=C\C=C\c2ccccc2)\C#N
66573,1,COC1=NC(=O)N(CC(O)CN=N#N)C=C1
158239,1,[O-][N+](=O)c1ccc(Oc2ccc(cc2)N=C=S)cc1
14446,0,CC(C)C(C)C
160779,1,c1ccc2nc3c4ccccc4c5ccccc5c3cc2c1
154423,1,OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(C(=O)NC2=O)C(F)(F)F
60457,0,CNc1ccccc1
152456,0,OC(=O)C(=O)C(=O)O
3385,1,C1c2cccc3ccc4c5ccccc5cc1c4c23
10612,1,CC(=O)Oc1ccc2c(OC3(C)OOC23C)c1
49291,1,CCOc1ccc(NC(=O)C)cc1[N+](=O)[O-]
90822,0,C\C=C\1/C[C@H]2C[C@@H]1C=C2
158382,1,[O-][N+](=O)c1ccc2ccc3c4CCC=Cc4cc5ccc1c2c35
127752,1,Nc1ncnc2c1nc(c3ccc(cc3)[N+](=O)[O-])n2c4ccc(cc4)[N+](=O)[O-]
154575,1,ON=C1CCCCC1
66343,1,COC1=CC(=O)c2c([nH]cc3c4ccccc4nc23)C1=O
123747,1,NC(=N)NNc1ccc(cc1)N=NC(=S)N
52112,1,CCc1c2ccccc2cc3c1ccc4ccccc34
108727,1,Cc1cnc2c(ccc3c2nc(N)n3C)n1
421,1,BrC(=C)C=O
158501,1,[O-][N+](=O)c1ccnc2ccccc12
118302,0,Cn1c(N)nc2nc3ncccc3cc12
58707,0,CN1CCC23C4Oc5c(O)ccc(CC1C2C=CC4O)c35
155323,1,Oc1ccc2ccc3[nH]c4ccc5ccccc5c4c3c2c1
30305,0,CCCCCCCCCCO
158260,1,[O-][N+](=O)c1ccc(c2ccccc2[N+](=O)[O-])c(c1)[N+](=O)[O-]
106679,1,Cc1cccc(c1)C(=O)Cl
153978,1,OCC1OC(CC1O)N2C=C(CCCl)C(=O)NC2=O
127098,1,Nc1cccc2cnsc12
69105,0,COc1c2ccoc2[n+]([O-])c3ccccc13
71570,1,COc1cc2O[C@@H]3OC=C[C@H]3c2c4Oc5cccc(O)c5C(=O)c14
30062,0,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC
20328,0,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OC(CO)C(O)C(O)C6O)C(C)(C5CCC34C)C(=O)O)C2C1)C(=O)O
152698,0,OC(=O)CCC(=O)Nc1ccc(Cl)cc1
153154,0,OC(Cn1ccnc1)c2ccc(CCc3ccccc3)cc2
32133,0,CCCCOP(=O)(OCCCC)OCCCC
63483,0,COC(=O)\C(=C\c1oc(Br)cc1)\C#N
13656,0,CC(C)(CO)C(O)C(=O)NCCC(=O)O
116505,1,ClCc1ccc2ccc3cccc4ccc1c2c34
154766,1,O[C@@H]1C=Cc2c(cc3ccc4c(ccc5ccc2c3c45)[N+](=O)[O-])[C@H]1O
160782,1,c1ccc2nccnc2c1
121890,1,N#CC1=Cc2cccc3cccc1c23
59325,1,CN1CCc2cc3OCOc3c4c5ccccc5CC1c24
19811,0,CC1(C)C2CCC(=C)C1C2
123749,0,NC(=N)NS(=O)(=O)c1ccc(N)cc1
57036,0,CN(C)c1ccc(cc1)N=Nc2ccc(cc2)N(C)C
15242,1,CC(C)CCCC(C)C1CCC2C3CC4OC45CC(O)CCC5(C)C3CCC12C
126564,1,Nc1cc(c(c2ccccc2)c(c1)[N+](=O)[O-])[N+](=O)[O-]
154022,1,OCCBr
15237,1,CC(C)CCCC(C)C1CCC2C3C(OO)C=C4CC(O)CCC4(C)C3CCC12C
89718,1,C[C@@H](O)CN(C)c1ccc(NN)nn1
155258,1,Oc1ccc(cc1)c2ccccc2
10741,0,CC(=O)\C=C/C1=C(C)CCCC1(C)C
85092,1,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@@H]([C@@H](O)[C@H](C)O5)N(C)C)c4c(O)c3C(=O)c12)C(=O)C
71524,1,COc1cc(ccc1N)[N+](=O)[O-]
90813,0,C\C=C/1\C[C@H](C)[C@](O)(CO)C(=O)OCC2=CC[N@@+]3([O-])CC[C@@H](OC1=O)[C@@H]23
65938,0,COC1(NC(=O)CSCC(N)C(=O)O)C2SCC(=C(N2C1=O)C(=O)O)CSc3nnnn3C
55906,0,CN(C)CCCN1C=CN(C)C1\C=N\O
21654,0,CC12OOC1(C)c3c(O2)ccc4ccccc34
56139,0,CN(C)CCNC(=O)c1cccc2nc(oc12)c3ccccc3
154076,1,OCCCCl
152801,0,OC(=O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl
10212,1,CC(=O)OC[C@H](O)CO
66852,0,COCC(=O)O
155351,0,Oc1ccc2ccccc2c1N=O
91806,1,Cc1c(N)cccc1N=Nc2cccc(N)c2C
155267,0,Oc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
117098,1,Clc1ccc(cc1)C(Cl)(Cl)Cl
11282,1,CC(=O)c1ccc([nH]1)[N+](=O)[O-]
127750,1,Nc1ncnc2c1cnn2CC(O)CN=N#N
124617,0,NC(=O)c1cnccn1
153548,1,OC1C2OC2c3c(ccc4ccccc34)C1O
4300,0,C=CC(=O)OCCOCCOCCOCCOC(=O)C=C
116667,0,Clc1cc(cc(Cl)c1Cl)N2C(=O)CCC2=O
88840,1,CSc1cc(SC)c(N)c(C)c1N
37798,1,CCN(N)c1ccccc1
47365,0,CCOCCOCCOCC
68653,0,COP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C
13024,0,CC(C)(C)OOC(C)(C)C
9234,0,CC(=O)Nc1ccc(cc1)S(=O)(=O)c2ccc(NC(=O)C)cc2
126585,1,Nc1cc2c3C=C[C@@H](O)[C@H](O)c3ccc2c4ccccc14
126200,0,N\C(=N/OS(=O)(=O)O)\c1ccccc1
116495,1,ClCc1cc2cccc3ccc4c5ccccc5cc1c4c23
154833,0,O[C@H]1CC(=C[C@@H](O)[C@@H]1O)C(=O)O
25203,0,CC1c2cc(C)ccc2c3ccc(C)cc13
9910,1,CC(=O)OC1Cc2ccc3ccc4cccc5cc1c2c3c45
9228,1,CC(=O)Nc1ccc(cc1)N=Nc2cc(C)ccc2O
59854,1,CNC(=O)NOC(=O)NC
149601,1,O=S1(=O)CCCO1
118289,1,Cn1c(N)nc2c3cnccc3ccc12
153686,1,OC1OC(=O)C(=C1C(Cl)Br)Cl
100312,1,Cc1ccc(CN2C3C2c4ccccc4c5ccccc35)cc1
126830,1,Nc1ccc(Sc2ccccc2)cc1
7564,1,CC(=O)N(O)c1ccc2ccccc2c1
59947,1,CNC(=O)\C=C\c1oc(cc1)[N+](=O)[O-]
158386,1,[O-][N+](=O)c1ccc2ccc3c4ccccc4c(c5ccc1c2c35)[N+](=O)[O-]
